,title,news_id,text,cluster,processed_text,keywords,repre_news
291,A Florida activist creates safe spaces as laws and rhetoric turn against trans rights,198,"A Florida activist creates safe spaces as laws and rhetoric turn against trans rights. In founding Capital Tea, Janel Diaz sought to provide the kind of services that she had needed after her transition.",8,florida activist create safe space law rhetoric turn tran right found capital tea janel diaz seek provide kind service need transition,"russia, right, face, hate, man, new","260,101,44,252"
353,WH bashes 'dishonest' GOP criticism of Biden's transgender proclamation on Easter,199,WH bashes 'dishonest' GOP criticism of Biden's transgender proclamation on Easter. The White House is pushing back against top Republicans' misleading criticism of Biden's Transgender Day of Visibility proclamation on the same day as Easter,9,wh bash dishonest gop criticism biden transgender proclamation easter white house push republicans mislead criticism biden transgender day visibility proclamation day easter,"day, transgender, visibility, biden, president, trump","262,317,216,246"
354,Transgender Day of Visibility is the day to elevate the voices of the marginalized (exclusive),200,"Transgender Day of Visibility is the day to elevate the voices of the marginalized (exclusive). The Transgender Day of Visibility, celebrated annually on March 31, is a day dedicated to honoring the vibrance, diversity, and resilience of the transgender community. This year, the Human Rights Campaign, the nation’s largest LGBTQ+ civil rights organizatio…",9,transgender day visibility day elevate voice marginalize exclusive transgender day visibility celebrate annually march 31 day dedicate honor vibrance diversity resilience transgender community year human rights campaign nation large lgbtq+ civil right organizatio …,"day, transgender, visibility, biden, president, trump","262,317,216,246"
292,LGBTQ+ club owner arrested in Russia for 'extremism',201,LGBTQ+ club owner arrested in Russia for 'extremism'. The owner of a popular gay bar was arrested and will face trial with two of his employees amid the latest crackdown on LGBT rights in Russia.,8,lgbtq+ club owner arrest russia extremism owner popular bar arrest face trial employee amid late crackdown right russia,"russia, right, face, hate, man, new","260,101,44,252"
293,LGBTQ+ club owner arrested in Russia extremism,202,LGBTQ+ club owner arrested in Russia extremism. The owner of a popular gay bar was arrested and will face trial with two of his employees in the latest crackdown on LGBTQ+ rights in Russia.,8,lgbtq+ club owner arrest russia extremism owner popular bar arrest face trial employee late crackdown lgbtq+ right russia,"russia, right, face, hate, man, new","260,101,44,252"
294,Trans Latina woman fighting to shut down ICE facilities honored with human rights award,203,"Trans Latina woman fighting to shut down ICE facilities honored with human rights award. Arely Westley, this year's recipient of the Robert F. Kennedy Human Rights Award, tells The Advocate about this ""crucial moment"" in time for queer and immigrant communities.",8,trans latina fight shut ice facility honor human right award arely westley year recipient robert f. kennedy human rights award tell advocate crucial moment time immigrant community,"russia, right, face, hate, man, new","260,101,44,252"
295,LGBT club owner arrested in Russia extremism,204,LGBT club owner arrested in Russia extremism. The owner of a popular gay bar was arrested and will face trial with two of his employees amid the latest crackdown on LGBT rights in Russia.,8,club owner arrest russia extremism owner popular bar arrest face trial employee amid late crackdown right russia,"russia, right, face, hate, man, new","260,101,44,252"
296,"Lesbian Power Couple: Top Sniper, Machine-Gunner Taking on Vlad's Army...",205,"Lesbian Power Couple: Top Sniper, Machine-Gunner Taking on Vlad's Army.... Lesbian Power Couple: Top Sniper, Machine-Gunner Taking on Vlad's Army...

 
 
 
 (Third column, 10th story, link)

 

 

 
 Related stories:Putin Friend Predicts Nuke Strike 'Most Likely' Coming...
NATO must be ready for Russia to invade our countries, …",8,lesbian power couple sniper machine gunner vlad army .... lesbian power couple sniper machine gunner vlad army ... column 10th story link relate story putin friend predicts nuke strike likely come ... nato ready russia invade country …,"russia, right, face, hate, man, new","260,101,44,252"
137,10 transgender people share the 'strength and joy' of their lives after transition,206,"10 transgender people share the 'strength and joy' of their lives after transition. Transgender people overwhelmingly describe their lives after transitioning as “happier,” “authentic” and “comforting” despite a deluge of state legislation that seeks to restrict their access to health care and other aspects of life.",5,10 transgender share strength joy life transition transgender overwhelmingly describe life transition happy authentic comfort despite deluge state legislation seek restrict access health care aspect life,"community, sanctuary, city, transgender, group","229,34,154,175"
242,Wanderful Founder Beth Santos Is Giving Women Updated Advice On Solo Travel,207,"Wanderful Founder Beth Santos Is Giving Women Updated Advice On Solo Travel. Along with providing resources and tips, this trailblazer's debut book examines how this way of seeing the world should be perceived today.",3,wanderful founder beth santos giving women updated advice solo travel provide resource tip trailblazer debut book examine way world perceive today,"new, star, film, actor, audience, love","7,20,366,22"
194,First they tried protests of anti-gay bills. Then students put on a play at Louisiana’s Capitol,208,First they tried protests of anti-gay bills. Then students put on a play at Louisiana’s Capitol. A group of students from a New Orleans high school staged a play they developed on the steps of Louisiana's Capitol to protest a series of anti-LGBTQ+ legislative proposals,2,try protest anti bill student play louisiana capitol group student new orleans high school stage play develop step louisiana capitol protest series anti lgbtq+ legislative proposal,"bill, anti, ban, marriage, new, law","251,167,152,151"
49,Is there really a competitive advantage? Debate over trans athletes tests science and inclusion,209,"Is there really a competitive advantage? Debate over trans athletes tests science and inclusion. In the last few years, debate has raged in North America over who should be allowed to compete in sports. While the discussion revolves around concepts of fairness and inclusion, researchers say the science around whether trans athletes have a competitive adv…",6,competitive advantage debate tran athlete test science inclusion year debate rage north america allow compete sport discussion revolve concept fairness inclusion researcher science tran athlete competitive adv …,"transgender, sport, athlete, court, ban","239,235,81,331"
355,Joe Biden Declares Easter Sunday 'Transgender Day of Visibility',210,"Joe Biden Declares Easter Sunday 'Transgender Day of Visibility'. President Joe Biden's White House has declared the holiest of Christian holidays ""Transgender Day of Visibility.""
The post Joe Biden Declares Easter Sunday ‘Transgender Day of Visibility’ appeared first on Breitbart.",9,joe biden declare easter sunday transgender day visibility president joe biden white house declare holy christian holiday transgender day visibility post joe biden declare easter sunday transgender day visibility appear breitbart,"day, transgender, visibility, biden, president, trump","262,317,216,246"
356,Caitlyn Jenner ‘Absolutely Disgusted’ with Biden over Transgender Day of Visibility,211,"Caitlyn Jenner ‘Absolutely Disgusted’ with Biden over Transgender Day of Visibility. Former Olympic medal-winner Caitlyn Jenner has slammed President Joe Biden for his declaration of Easter Sunday 2024 as “Transgender Day of Visibility.”
The post Caitlyn Jenner ‘Absolutely Disgusted’ with Biden over Transgender Day of Visibility appeared firs…",9,caitlyn jenner absolutely disgusted biden transgender day visibility olympic medal winner caitlyn jenner slam president joe biden declaration easter sunday 2024 transgender day visibility post caitlyn jenner absolutely disgusted biden transgender day visibility appear fir …,"day, transgender, visibility, biden, president, trump","262,317,216,246"
357,Biden proclaims Transgender Day of Visibility on Easter Sunday,212,Biden proclaims Transgender Day of Visibility on Easter Sunday. President Biden is facing an angry backlash from conservative critics after he traditionally declared March 31 as a Trans Visibility Day Read Full Article at RT.com,9,biden proclaim transgender day visibility easter sunday president biden face angry backlash conservative critic traditionally declare march 31 trans visibility day rt.com,"day, transgender, visibility, biden, president, trump","262,317,216,246"
297,Hundreds of Canadian artists denounce 'alarming' anti-trans legislation in open letter,213,"Hundreds of Canadian artists denounce 'alarming' anti-trans legislation in open letter. More than 400 Canadian artists from the worlds of music, film and literature are denouncing what they describe as ""alarming and destructive"" anti-trans legislation in an open letter released Sunday by music superstars Tegan and Sara.",8,canadian artist denounce alarm anti trans legislation open letter 400 canadian artist world music film literature denounce describe alarming destructive anti trans legislation open letter release sunday music superstar tegan sara,"russia, right, face, hate, man, new","260,101,44,252"
358,Trans Day of Visibility began 15 years ago. The founder is still moved by its success,214,"Trans Day of Visibility began 15 years ago. The founder is still moved by its success. Rachel Crandall-Crocker, the founder of International Transgender Day of Visibility, said organizing has taught her one invaluable lesson: ""You do not have to be perfect to change the world.""",9,trans day visibility begin 15 year ago founder success rachel crandall crocker founder international transgender day visibility organizing teach invaluable lesson perfect change world,"day, transgender, visibility, biden, president, trump","262,317,216,246"
13,Dom was paralysed from the waist down when he decided to open his dance studio,215,Dom was paralysed from the waist down when he decided to open his dance studio. Dom Tulleken runs a dance academy for people with a disability. He encourages people to be their true selves — an ethos he lives by.,0,dom paralyse waist decide open dance studio dom tulleken run dance academy disability encourage true self — ethos live,"student, death, benedict, nex, charge","36,90,102,100"
359,Florida GOP Blasts Biden for Declaring Easter Sunday 'Transgender Day of Visibility',216,"Florida GOP Blasts Biden for Declaring Easter Sunday 'Transgender Day of Visibility'. Republican Party of Florida chairman Evan Power blasted President Joe Biden on Saturday for declaring March 31, 2024, Easter Sunday, ""Transgender Day of Visibility.""
The post Florida GOP Blasts Biden for Declaring Easter Sunday ‘Transgender Day of Visibility’…",9,florida gop blasts biden declare easter sunday transgender day visibility republican party florida chairman evan power blast president joe biden saturday declare march 31 2024 easter sunday transgender day visibility post florida gop blasts biden declare easter sunday transgender day visibility …,"day, transgender, visibility, biden, president, trump","262,317,216,246"
50,"Trans corrections officer in Georgia can continue lawsuit, appeals court rules",217,"Trans corrections officer in Georgia can continue lawsuit, appeals court rules. A transgender man in Georgia can continue to pursue his lawsuit against the state’s Department of Corrections, which he says maintained a hostile work environment, the U.S. Court of Appeals for the 11th Circuit ruled Thursday.",6,tran correction officer georgia continue lawsuit appeal court rule transgender man georgia continue pursue lawsuit state department corrections maintain hostile work environment u.s. court appeals 11th circuit rule thursday,"transgender, sport, athlete, court, ban","239,235,81,331"
298,Scotland's new hate crime law... in 90 seconds,218,Scotland's new hate crime law... in 90 seconds. The BBC's James Cook breaks down the debate over a new hate crime law in Scotland which has been causing a stir.,8,scotland new hate crime law ... 90 second bbc james cook break debate new hate crime law scotland cause stir,"russia, right, face, hate, man, new","260,101,44,252"
299,Meet The Team Behind GLAAD’s Black LGBTQ+ Media Advocacy,219,Meet The Team Behind GLAAD’s Black LGBTQ+ Media Advocacy. GLAAD's Communities of Color Department has emerged as a dynamic force for change within the organization and the broader landscape of media and entertainment.,8,meet team glaad black lgbtq+ media advocacy glaad communities color department emerge dynamic force change organization broad landscape medium entertainment,"russia, right, face, hate, man, new","260,101,44,252"
14,Two charged in transgender activist Cecilia Gentili's death,220,Two charged in transgender activist Cecilia Gentili's death. Two people have been charged in the death of transgender activist Cecilia Gentili.,0,charge transgender activist cecilia gentili death charge death transgend activist cecilia gentili,"student, death, benedict, nex, charge","36,90,102,100"
300,Two men charged with distributing illicit drugs in death of transgender activist,221,"Two men charged with distributing illicit drugs in death of transgender activist. Two men were charged with distributing illicit drugs that caused the death of prominent transgender activist, author and actor Cecilia Gentili last month, the Department of Justice said.",8,man charge distribute illicit drug death transgender activist man charge distribute illicit drug cause death prominent transgender activist author actor cecilia gentili month department justice,"russia, right, face, hate, man, new","260,101,44,252"
195,"When even blue states aren't safe from anti-LGBTQ+ laws, this queer mayor is protecting her city",222,"When even blue states aren't safe from anti-LGBTQ+ laws, this queer mayor is protecting her city. Emma Mulvaney-Stanak, the first woman and first out gay mayor of Vermont's largest city, tells The Advocate about how blue states must be proactive instead of reactive in the fight for LGBTQ+ rights.",2,blue state safe anti lgbtq+ law mayor protect city emma mulvaney stanak mayor vermont large city tell advocate blue state proactive instead reactive fight lgbtq+ right,"bill, anti, ban, marriage, new, law","251,167,152,151"
301,Owner of Russian gay bar arrested for ‘propaganda’,223,Owner of Russian gay bar arrested for ‘propaganda’. The investigation maintains that the accused was responsible for organizational functions associated with promoting the LGBTQ movement. Read Full Article at RT.com,8,owner russian bar arrest propaganda investigation maintain accuse responsible organizational function associate promote movement rt.com,"russia, right, face, hate, man, new","260,101,44,252"
101,A Brazilian rising political star's killing was a mystery until an explosive federal report,224,"A Brazilian rising political star's killing was a mystery until an explosive federal report. Explosive revelations in a 500-page Federal Police report allege ties between federal state civil police chief Rivaldo Barbosa and organized crime in the killing of Councilwoman Marielle Franco, a rising political star and Black LGBTQ woman.",4,brazilian rise political star killing mystery explosive federal report explosive revelation 500 page federal police report allege tie federal state civil police chief rivaldo barbosa organize crime killing councilwoman marielle franco rise political star black,"trump, new, republican, face, drag, health","230,83,59,63"
196,Jace Reh wants a ban on gay conversion practices to stop others going through what he experienced,225,"Jace Reh wants a ban on gay conversion practices to stop others going through what he experienced. Gay conversion practices have been outlawed across much of the country, most recently in New South Wales — but not in South Australia. Jace Reh is one of several survivors involved in an SA group that is pushing for a ban.",2,jace reh want ban conversion practice stop experience conversion practice outlaw country recently new south wales — south australia jace reh survivor involve sa group push ban,"bill, anti, ban, marriage, new, law","251,167,152,151"
138,Creating a safe and affirming space for transgender youth,226,"Creating a safe and affirming space for transgender youth. ​In the face of rising anti-trans legislation and cultural challenges, the resilience and joy of trans youth underscore the urgent need for affirming spaces and supportive communities.",5,create safe affirm space transgender youth ​in face rise anti trans legislation cultural challenge resilience joy trans youth underscore urgent need affirm space supportive community,"community, sanctuary, city, transgender, group","229,34,154,175"
302,"Elliot Page, Allison Russell & Mae Martin among 400+ artists bashing 'destructive' anti-trans laws",227,"Elliot Page, Allison Russell & Mae Martin among 400+ artists bashing 'destructive' anti-trans laws. Carly Rae Jepsen, Elliot Page,and Mae Martin are among over 400 celebrities that have signed a letter opposing to the rise of anti-LGBTQ+ laws in Canada.",8,elliot page allison russell mae martin 400 artist bash destructive anti trans law carly rae jepsen elliot page mae martin 400 celebrity sign letter oppose rise anti lgbtq+ law canada,"russia, right, face, hate, man, new","260,101,44,252"
15,Two men arrested in death of trans activist and performer Cecilia Gentili,228,Two men arrested in death of trans activist and performer Cecilia Gentili. Gentili died in February after overdosing on fentanyl-laced heroin. Michael Kuilan and Antonio Venti are charged with supplying the drugs.,0,man arrest death trans activist performer cecilia gentili gentili die february overdose fentanyl lace heroin michael kuilan antonio venti charge supply drug,"student, death, benedict, nex, charge","36,90,102,100"
139,"Looking for home, some transgender people find community in unexpected places",229,"Looking for home, some transgender people find community in unexpected places. Three trans Americans detail how they found joy and community in some of the country’s most conservative states.",5,look home transgender find community unexpected place tran americans detail find joy community country conservative state,"community, sanctuary, city, transgender, group","229,34,154,175"
102,"Jeff Bezos’ ex-wife handing majority of $640M donation war chest to leftist groups pushing illegal migrant invasion, transgenderism",230,"Jeff Bezos’ ex-wife handing majority of $640M donation war chest to leftist groups pushing illegal migrant invasion, transgenderism. Most of the $640 million that MacKenzie Scott, Jeff Bezos’ ex-wife, is donating to “charity” is actually being funneled into far-left causes like wide-open borders and transgenderism. We are told that Scott will give $122 million to 67 different migrant-advoc…",4,jeff bezos ex wife handing majority 640 m donation war chest leftist group push illegal migrant invasion transgenderism 640 million mackenzie scott jeff bezos ex wife donate charity actually funnel far leave cause like wide open border transgenderism tell scott 122 million 67 different migrant advoc …,"trump, new, republican, face, drag, health","230,83,59,63"
360,Biden denies proclaiming Transgender Day of Visibility on Easter Sunday,231,"Biden denies proclaiming Transgender Day of Visibility on Easter Sunday. The US President, Joe Biden, apparently denied making the controversial decision just a day after announcing it Read Full Article at RT.com",9,biden deny proclaim transgender day visibility easter sunday president joe biden apparently deny controversial decision day announce rt.com,"day, transgender, visibility, biden, president, trump","262,317,216,246"
51,Wisconsin governor vetoes transgender high school athletics ban,232,Wisconsin governor vetoes transgender high school athletics ban. Wisconsin Gov. Tony Evers vetoed a bill passed by the Republican-controlled Legislature that would have banned high school transgender athletes from competing on teams that align with their gender identity,6,wisconsin governor veto transgender high school athletic ban wisconsin gov. tony evers veto bill pass republican control legislature ban high school transgender athlete compete team align gender identity,"transgender, sport, athlete, court, ban","239,235,81,331"
330,"Vatican to publish document on gender, surrogacy and human dignity next week",233,"Vatican to publish document on gender, surrogacy and human dignity next week. The Vatican will publish next week an eagerly awaited document on gender theory and surrogacy",7,vatican publish document gender surrogacy human dignity week vatican publish week eagerly await document gender theory surrogacy,"gender, vatican, surrogacy, right, intersex, resolution","268,264,296,299"
52,Wisconsin’s Democratic governor vetoes Republican transgender sports ban bill,234,Wisconsin’s Democratic governor vetoes Republican transgender sports ban bill. Wisconsin Democratic Gov. Tony Evers vetoed a bill on Tuesday that would have prohibited transgender athletes from participating on high school sports teams that correspond with their gender identity.,6,wisconsin democratic governor veto republican transgender sport ban bill wisconsin democratic gov. tony evers veto bill tuesday prohibit transgender athlete participate high school sport team correspond gender identity,"transgender, sport, athlete, court, ban","239,235,81,331"
53,"Wisconsin Gov. Evers vetoes transgender high school athletics ban, decries ""radical policies targeting LGBTQ""",235,"Wisconsin Gov. Evers vetoes transgender high school athletics ban, decries ""radical policies targeting LGBTQ"". Evers vetoed a bill passed by the Republican-controlled Legislature that would have banned high school transgender athletes from competing on teams that align with their gender identity. Republicans don't have the votes needed to override the veto.",6,wisconsin gov. evers vetoes transgender high school athletic ban decry radical policy target veto bill pass republican control legislature ban high school transgender athlete compete team align gender identity republican vote need override veto,"transgender, sport, athlete, court, ban","239,235,81,331"
103,Foul-mouthed homophobic Republican legislator wants seat in Missouri state Senate,236,Foul-mouthed homophobic Republican legislator wants seat in Missouri state Senate. A former state representative in Missouri with an extensive history of anti-LGBTQ+ slurs and insults against fellow politicians and average citizens is now running for higher office in the state.,4,foul mouthed homophobic republican legislator want seat missouri state senate state representative missouri extensive history anti lgbtq+ slur insult fellow politician average citizen run high office state,"trump, new, republican, face, drag, health","230,83,59,63"
331,"Benedict backed me up on rights for LGBTQ couples, Pope Francis says",237,"Benedict backed me up on rights for LGBTQ couples, Pope Francis says. Pope Francis found an ally in his predecessor Benedict XVI when he spoke in favor of civil partnerships for same-sex couples, the pontiff said in an upcoming new book.",7,benedict right couple pope francis pope francis find ally predecessor benedict xvi speak favor civil partnership sex couple pontiff upcoming new book,"gender, vatican, surrogacy, right, intersex, resolution","268,264,296,299"
197,Did Best Buy stop funding LGBTQ+ groups because of a conservative cabal?,238,"Did Best Buy stop funding LGBTQ+ groups because of a conservative cabal?. The electronics box store Best Buy is under fire after it appeared to alter its charitable donations to LGBTQ+ advocacy and support groups at the behest of a group of conservative stockholders, NBC News reported.",2,best buy stop fund lgbtq+ group conservative cabal electronics box store best buy fire appear alter charitable donation lgbtq+ advocacy support group behest group conservative stockholder nbc news report,"bill, anti, ban, marriage, new, law","251,167,152,151"
54,WI Dem. Gov. Tony Evers Vetoes Bill to Protect Girls' Sports from Trans Athletes,239,"WI Dem. Gov. Tony Evers Vetoes Bill to Protect Girls' Sports from Trans Athletes. Wisconsin's liberal Democrat Gov. Tony Evers arranged a showy veto ceremony Tuesday to deny passage to a bill that would protect girls' sports
The post WI Dem. Gov. Tony Evers Vetoes Bill to Protect Girls’ Sports from Trans Athletes appeared first on Breitbar…",6,wi dem gov. tony evers vetoes bill protect girl sports trans athletes wisconsin liberal democrat gov. tony evers arrange showy veto ceremony tuesday deny passage bill protect girl sport post wi dem gov. tony evers vetoes bill protect girl sports trans athletes appear breitbar …,"transgender, sport, athlete, court, ban","239,235,81,331"
104,Kanye West Accused Of Hitler Praising And Racist Behavior In New Lawsuit By Former Donda Academy Employee,240,"Kanye West Accused Of Hitler Praising And Racist Behavior In New Lawsuit By Former Donda Academy Employee. A lawsuit filed in Los Angeles on Tuesday accuses Kanye West of mistreating Black employees, speaking highly of Hitler and pushing to lock Donda Academy students in cages.",4,kanye west accuse hitler praising racist behavior new lawsuit donda academy employee lawsuit file los angeles tuesday accuse kanye west mistreat black employee speak highly hitler push lock donda academy student cage,"trump, new, republican, face, drag, health","230,83,59,63"
243,Loreen and Jessie J to headline Manchester Pride,241,"Loreen and Jessie J to headline Manchester Pride. The ""outstanding performers"" will be joined by a third as-yet-unnamed headliner, organisers say.",3,loreen jessie j headline manchester pride outstanding performer join unnamed headliner organiser,"new, star, film, actor, audience, love","7,20,366,22"
244,"Caitlin Clark once dreamed of going to UConn. Now, she'll face them in the Final Four",242,"Caitlin Clark once dreamed of going to UConn. Now, she'll face them in the Final Four. Clark's freshman year at Iowa ended with a Sweet 16 loss to UConn. Now, with her aim on Iowa's first-ever championship to cap off her final season, a Final Four win over the Huskies must come first.",3,caitlin clark dream uconn face final clark freshman year iowa end sweet 16 loss uconn aim iowa championship cap final season final win huskies come,"new, star, film, actor, audience, love","7,20,366,22"
332,Michigan governor signs act to decriminalize paid surrogacy contracts,243,"Michigan governor signs act to decriminalize paid surrogacy contracts. Gov. Gretchen Whitmer described the act as a “package of common sense,” at an event in Royal Oak, Michigan. “It’s to protect families born under IVF, and to ensure LGBTQ plus parents are treated equally.”",7,michigan governor sign act decriminalize pay surrogacy contract gov. gretchen whitmer describe act package common sense event royal oak michigan ’ protect family bear ivf ensure plus parent treat equally,"gender, vatican, surrogacy, right, intersex, resolution","268,264,296,299"
361,Karine Jean-Pierre slams right-wing misinformation on Trans Day of Visibility,244,"Karine Jean-Pierre slams right-wing misinformation on Trans Day of Visibility. In Monday’s White House press briefing, Press Secretary Karine Jean-Pierre skewered the manufactured outrage over President Joe Biden’s proclamation of Transgender Day of Visibility, which coincided with Easter Sunday this year.",9,karine jean pierre slam right wing misinformation trans day visibility monday white house press briefing press secretary karine jean pierre skewer manufacture outrage president joe biden proclamation transgender day visibility coincide easter sunday year,"day, transgender, visibility, biden, president, trump","262,317,216,246"
105,Elon Musk’s X appoints new safety chiefs as it seeks to rebuild ads business,245,Elon Musk’s X appoints new safety chiefs as it seeks to rebuild ads business. Elon Musk’s X said Tuesday it was appointing two new employees to oversee safety on the platform.,4,elon musk x appoint new safety chief seek rebuild ad business elon musk x tuesday appoint new employee oversee safety platform,"trump, new, republican, face, drag, health","230,83,59,63"
362,"Carville: Biden Didn't Know Easter Was Trans Visibility Day, No One in the White House Knew There Was Easter Overlap",246,"Carville: Biden Didn't Know Easter Was Trans Visibility Day, No One in the White House Knew There Was Easter Overlap. On Monday’s broadcast of NewsNation’s “Cuomo,” Democratic strategist James Carville reacted to criticism of the Biden White House for its proclamation of Transgender Day of Visibility falling on Easter by stating, “as if Biden even knew it was” Transgender Da…",9,carville biden know easter trans visibility day white house know easter overlap monday broadcast newsnation cuomo democratic strategist james carville react criticism biden white house proclamation transgender day visibility fall easter state biden know transgender da …,"day, transgender, visibility, biden, president, trump","262,317,216,246"
198,"More than 3,000 hate complaints reported to police",247,"More than 3,000 hate complaints reported to police. The new law creates a crime of ""stirring up hatred"" over several protected characteristics.",2,"3,000 hate complaint report police new law create crime stir hatred protect characteristic","bill, anti, ban, marriage, new, law","251,167,152,151"
199,Kansas Senate minority leader on recent anti-LGBTQ+ legislation: ‘It’s just filled with hate’,248,"Kansas Senate minority leader on recent anti-LGBTQ+ legislation: ‘It’s just filled with hate’. The Kansas state legislature continued its destructive push against the LGBTQ+ community last week, passing two bills with dangerous ramifications for queer residents.",2,kansas senate minority leader recent anti lgbtq+ legislation fill hate kansas state legislature continue destructive push lgbtq+ community week pass bill dangerous ramification resident,"bill, anti, ban, marriage, new, law","251,167,152,151"
55,4/2/24,249,"4/2/24. Hi, y'all! Wisconsin's Democratic governor has vetoed an anti-transgender sports bill that would bar trans students from participating in sports that aligned with their gender identity. ""LGBTQ kids deserve our love and respect and support just like any othe…",6,4/2/24 hi wisconsin democratic governor veto anti transgender sport bill bar trans student participate sport align gender identity kid deserve love respect support like othe …,"transgender, sport, athlete, court, ban","239,235,81,331"
200,Uganda’s most prominent LGBTQ activist says newly upheld anti-gay law will prompt violence,250,Uganda’s most prominent LGBTQ activist says newly upheld anti-gay law will prompt violence. Uganda’s most prominent LGBTQ activist condemned a constitutional court’s decision to uphold an anti-gay law that permits the death penalty in certain cases.,2,uganda prominent activist newly uphold anti law prompt violence uganda prominent activist condemn constitutional court decision uphold anti law permit death penalty certain case,"bill, anti, ban, marriage, new, law","251,167,152,151"
201,Ugandan court rejects bid to nullify anti-gay law that provides for the death penalty in some cases,251,Ugandan court rejects bid to nullify anti-gay law that provides for the death penalty in some cases. Uganda’s constitutional court on Wednesday upheld an anti-gay law that allows the death penalty for “aggravated homosexuality.”,2,ugandan court reject bid nullify anti law provide death penalty case uganda constitutional court wednesday uphold anti law allow death penalty aggravate homosexuality,"bill, anti, ban, marriage, new, law","251,167,152,151"
303,Human Rights Campaign expects Hilton to cancel California event featuring Libs of TikTok creator,252,"Human Rights Campaign expects Hilton to cancel California event featuring Libs of TikTok creator. In Southern California, a “War on Children” event, scheduled to take place at the DoubleTree by Hilton Hotel Torrance - South Bay on Sunday, has sparked controversy for featuring right-wing extremists Chaya Raichik, the figure behind the anti-LGBTQ+ account L…",8,human rights campaign expect hilton cancel california event feature libs tiktok creator southern california war children event schedule place doubletree hilton hotel torrance south bay sunday spark controversy feature right wing extremist chaya raichik figure anti lgbtq+ account l …,"russia, right, face, hate, man, new","260,101,44,252"
245,‘Housekeeping for Beginners’ captures the raw beauty of queer ‘found family’,253,"‘Housekeeping for Beginners’ captures the raw beauty of queer ‘found family’. Goran Stolevski's newest film, ""Housekeeping for Beginners,"" is a heartbreaking and hopeful tale about a group of cohabiting outcasts in North Macedonia as they attempt to recover from the loss of their matriarch.",3,housekeeping beginner ’ capture raw beauty find family goran stolevski new film housekeeping beginner heartbreaking hopeful tale group cohabit outcast north macedonia attempt recover loss matriarch,"new, star, film, actor, audience, love","7,20,366,22"
106,"The Fall of the House of Ziegler: Moms for Liberty, a threesome, and a failed political dynasty",254,"The Fall of the House of Ziegler: Moms for Liberty, a threesome, and a failed political dynasty. A long-time digital marketing consultant, Christian Ziegler more than a decade ago felt fortunate to grab the internet domain ChristianGOP.com. He boasted back then about how perfect the web address was to the image he wanted to project. It bore his name, but…",4,fall house ziegler mom liberty threesome fail political dynasty long time digital marketing consultant christian ziegler decade ago feel fortunate grab internet domain christiangop.com boast perfect web address image want project bear …,"trump, new, republican, face, drag, health","230,83,59,63"
202,"As Ugandan court upholds anti-gay law, activists fear rising hatred and violence",255,"As Ugandan court upholds anti-gay law, activists fear rising hatred and violence. Kasha Jacqueline Nabagesera says Uganda's anti-gay legislation has already empowered people to abuse members of her community. Now, she fears it's about to get worse.",2,ugandan court uphold anti law activist fear rise hatred violence kasha jacqueline nabagesera uganda anti legislation empower abuse member community fear bad,"bill, anti, ban, marriage, new, law","251,167,152,151"
363,'Faux Outrage': Transgender Levine Dismisses Public Anger over Easter Provocation,256,"'Faux Outrage': Transgender Levine Dismisses Public Anger over Easter Provocation. President Joe Biden's top transgender appointee dismissed the public's opposition to his promotion of pro-transgender policies during Christianity's Easter holy days.
The post ‘Faux Outrage’: Transgender Levine Dismisses Public Anger over Easter Provocation a…",9,faux outrage transgender levine dismisses public anger easter provocation president joe biden transgender appointee dismiss public opposition promotion pro transgender policy christianity easter holy day post faux outrage transgender levine dismisses public anger easter provocation …,"day, transgender, visibility, biden, president, trump","262,317,216,246"
203,Why Best Buy Decided To Screen Donations To LGBTQ+ Charities,257,Why Best Buy Decided To Screen Donations To LGBTQ+ Charities. Best Buy will now screen donations made by it’s ERGs to external organizations. The reason why is up for debate.,2,best buy decide screen donation lgbtq+ charity best buy screen donation ’ erg external organization reason debate,"bill, anti, ban, marriage, new, law","251,167,152,151"
246,Cardiff first UK city to host LGBTQ+ Eurogames,258,Cardiff first UK city to host LGBTQ+ Eurogames. Wales’s capital has been chosen to host Europe’s biggest LGBTQ+ multi sports event in 2027.,3,cardiff uk city host lgbtq+ eurogame wale capital choose host europe big lgbtq+ multi sport event 2027,"new, star, film, actor, audience, love","7,20,366,22"
107,Donald Trump endorses pastor who calls for LGBTQ+ executions,259,"Donald Trump endorses pastor who calls for LGBTQ+ executions. On Monday, former President Donald Trump announced his endorsement of Pastor Mark Burns for South Carolina's 3rd Congressional District. The pastor has previously exhibited extremist rhetoric towards LGBTQ+ and transgender individuals, calling for the arrest …",4,donald trump endorse pastor lgbtq+ execution monday president donald trump announce endorsement pastor mark burns south carolina 3rd congressional district pastor previously exhibit extremist rhetoric lgbtq+ transgender individual arrest …,"trump, new, republican, face, drag, health","230,83,59,63"
